id,name,x,y
11,"Birmingham-Hoover-Talladega, AL",-86.7044563586985,33.4764409989053
12,"Mobile-Daphne-Fairhope, AL",-87.9503440667404,30.6717999843871
19,Remainder of Alabama,-86.774057941101,32.8056421561157
41,"Phoenix-Mesa-Glendale, AZ",-112.070487845815,33.1857040790051
42,"Tucson-Nogales, AZ",-111.678531750054,32.0298964883764
49,Remainder of Arizona,-111.597338322676,34.7287424878332
50,Remainder of Arkansas,-92.4392360591468,34.8997723295004
61,"Los Angeles-Long Beach, CA",-116.646437769535,34.4688620580769
62,"Sacramento-Roseville, CA",-121.054682402316,38.9107059921539
63,"San Diego-Carlsbad-San Marcos, CA",-116.770205431281,33.0282023188035
64,"San Jose-San Francisco-Oakland, CA",-122.008572769725,37.7612179194997
65,"Fresno-Madera, CA",-119.679340491716,36.879993666026
69,Remainder of California,-120.452217850297,38.1862303535743
81,"Denver-Aurora, CO",-104.765746226521,39.8167918220425
89,Remainder of Colorado,-105.662493902551,38.8785702656084
91,"Hartford-West Hartford-East Hartford, CT",-72.5726848597048,41.7181033772643
92,"New York-Newark, NY-NJ-CT-PA   (CT Part)",-73.1725883228247,41.4690535341763
99,Remainder of Connecticut,-72.0583692777646,41.6136784538732
101,"Philadelphia-Reading-Camden, PA-NJ-DE-MD   (DE Part)",-75.556192385826,39.2811184385688
109,Remainder of Delaware,-75.3395397786472,38.683302999983
111,"Washington-Arlington-Alexandria, DC-VA-MD-WV   (DC Part)",-77.0162888596714,38.9047723251239
121,"Jacksonville-St. Marys-Palatka, FL-GA   (FL Part)",-81.7550997532067,30.1203603482397
122,"Miami-Fort Lauderdale-Port St. Lucie, FL",-80.5074781933281,26.5369529401962
123,"Orlando-Deltona-Daytona Beach, FL",-81.3733233602354,28.685690546815
124,"Tampa-St. Petersburg-Clearwater, FL",-82.4640394067404,28.125538826978
129,Remainder of Florida,-83.1278411309138,28.7029751220417
131,"Atlanta-Athens-Clarke County-Sandy Springs, GA",-84.308301257965,33.7360107769925
132,"Savannah-Hinesville-Statesboro, GA",-81.4633197491237,32.069342892116
139,Remainder of Georgia,-83.3267981004327,32.3751379465058
160,Remainder of Idaho,-114.659376392478,44.3890713198698
171,"Chicago-Naperville, IL-IN-WI   (IL Part)",-88.2815419667973,41.7326266702242
172,"St. Louis-St. Charles-Farmington, MO-IL   (IL Part)",-89.8092267450561,38.8125959199254
179,Remainder of Illinois,-89.2730608115292,39.9027544801218
181,"Chicago-Naperville, IL-IN-WI   (IN Part)",-87.1249028059976,41.3285240995672
182,"Indianapolis-Carmel-Muncie, IN",-86.0714797500283,39.654482027855
183,"Fort Wayne-Huntington-Auburn, IN",-85.1994127123343,41.1178609013749
189,Remainder of Indiana,-86.3991433832535,39.6649591814417
190,Remainder of Iowa,-93.5000813038471,42.074649666836
201,"Kansas City-Overland Park-Kansas City, MO-KS   (KS Part)",-95.0491410487803,38.8977674296551
202,"Wichita-Arkansas City-Winfield, KS",-97.2959268067924,37.5543280453762
209,Remainder of Kansas,-98.6669258996599,38.5394725095445
211,"Cincinnati-Wilmington-Maysville, OH-KY-IN   (KY Part)",-84.3953761587151,38.7656845736098
212,"Louisville/Jefferson County-Elizabethtown-Madison, KY-IN   (KY Part)",-85.6079924794671,38.0171819116125
219,Remainder of Kentucky,-85.3017870040316,37.4161484420068
221,"Baton Rouge, LA",-91.1327839769373,30.5710500016295
222,"Lake Charles, LA",-93.2564571518453,29.985247429653
223,"New Orleans-Metairie-Hammond, LA-MS   (LA Part)",-89.7955467618976,29.9590995981366
229,Remainder of Louisiana,-92.2965256319501,31.2721500439796
230,Remainder of Maine,-69.2027604513969,45.2743280974061
241,"Baltimore-Columbia-Towson, MD",-76.5510076333256,39.3055421352518
242,"Washington-Arlington-Alexandria, DC-VA-MD-WV   (MD Part)",-77.0537022302654,38.9270997654997
249,Remainder of Maryland,-76.604125063354,38.7851595217589
251,"Boston-Worcester-Providence, MA-RI-NH-CT   (MA Part)",-71.0761962631116,42.165948522236
259,Remainder of Massachusetts,-72.3150764453309,42.1489814756221
261,"Detroit-Warren-Ann Arbor, MI",-83.4365058438863,42.5335751635931
262,"Grand Rapids-Wyoming-Muskegon, MI",-85.9605605532146,42.9952051680914
269,Remainder of Michigan,-85.8983975349495,45.251716442502
271,"Minneapolis-St. Paul, MN-WI   (MN Part)",-93.6542102888731,45.0827121167799
279,Remainder of Minnesota,-94.2703367867753,46.5167632493775
280,Remainder of Mississippi,-89.6533594105573,32.7128922745798
291,"Kansas City-Overland Park-Kansas City, MO-KS   (MO Part)",-94.27524650365,39.1519943041064
292,"St. Louis-St. Charles-Farmington, MO-IL   (MO Part)",-90.7763642811402,38.5406640932034
299,Remainder of Missouri,-92.3793211496564,38.2568342944874
300,Remainder of Montana,-109.645138939229,47.0335173388079
311,"Omaha-Council Bluffs-Fremont, NE-IA   (NE Part)",-96.3818337155686,41.2717271088158
319,Remainder of Nebraska,-99.9414400537246,41.5368781944374
321,"Las Vegas-Henderson, NV-AZ   (NV Part)",-116.031604385674,37.4906986105129
329,Remainder of Nevada,-116.84306325261,39.9180824397403
331,"Boston-Worcester-Providence, MA-RI-NH-CT   (NH Part)",-71.4489653572082,43.159233953116
339,Remainder of New Hampshire,-71.6432737139581,43.987182505856
341,"New York-Newark, NY-NJ-CT-PA   (NJ Part)",-74.4719608812186,40.5409111921894
342,"Philadelphia-Reading-Camden, PA-NJ-DE-MD   (NJ Part)",-74.905464039401,39.5240367590385
350,Remainder of New Mexico,-106.108379652797,34.4213621557439
